date,market,category,commodity,unit,price,H-date
4/15/2022,Al Karak,oil and fats,Oil (olive),L,5.32,4/15/2022
4/15/2022,Al Karak,oil and fats,Oil (vegetable),1.8 L,2.9,4/15/2022
4/15/2022,Al Karak,pulses and nuts,"Beans (fava, dry)",KG,1.49,4/15/2022
4/15/2022,Al Karak,pulses and nuts,Chickpeas,KG,2.23,4/15/2022
4/15/2022,Al Karak,pulses and nuts,Lentils,KG,1.68,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Apples (red),KG,1.11,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Bananas,KG,0.77,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Cucumbers,KG,0.54,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Garlic,KG,3.6,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Onions,KG,0.53,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Oranges (big size),KG,1.03,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Spinach,KG,0.49,4/15/2022
4/15/2022,Al Karak,vegetables and fruits,Tomatoes,KG,0.56,4/15/2022
4/15/2022,Al Mafraq,cereals and tubers,Bread (pita),KG,0.32,4/15/2022
4/15/2022,Al Mafraq,cereals and tubers,Bulgur,KG,0.72,4/15/2022
4/15/2022,Al Mafraq,cereals and tubers,Pasta,300 G,0.35,4/15/2022
4/15/2022,Al Mafraq,cereals and tubers,Potatoes,KG,0.61,4/15/2022
4/15/2022,Al Mafraq,cereals and tubers,Rice (imported),KG,1.42,4/15/2022
4/15/2022,Al Mafraq,cereals and tubers,Wheat flour,1.5 KG,0.82,4/15/2022
4/15/2022,Al Mafraq,"meat, fish and eggs",Eggs,2 KG,2.52,4/15/2022
4/15/2022,Al Mafraq,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.19,4/15/2022
4/15/2022,Al Mafraq,"meat, fish and eggs",Meat (beef),KG,8.39,4/15/2022
4/15/2022,Al Mafraq,"meat, fish and eggs",Meat (chicken),KG,2.09,4/15/2022
4/15/2022,Al Mafraq,"meat, fish and eggs","Meat (chicken, whole)",KG,1.64,4/15/2022
4/15/2022,Al Mafraq,"meat, fish and eggs",Meat (lamb),KG,10.53,4/15/2022
4/15/2022,Al Mafraq,milk and dairy,Cheese (picon),160 G,0.78,4/15/2022
4/15/2022,Al Mafraq,milk and dairy,"Cheese (white, boiled)",KG,5.87,4/15/2022
4/15/2022,Al Mafraq,milk and dairy,Milk (pasteurized),L,1.2,4/15/2022
4/15/2022,Al Mafraq,milk and dairy,Milk (powder),0.8 KG,4.06,4/15/2022
4/15/2022,Al Mafraq,miscellaneous food,Salt (iodised),750 G,0.28,4/15/2022
4/15/2022,Al Mafraq,miscellaneous food,Sugar,KG,0.72,4/15/2022
4/15/2022,Al Mafraq,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Al Mafraq,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Al Mafraq,oil and fats,Oil (olive),L,6.34,4/15/2022
4/15/2022,Al Mafraq,oil and fats,Oil (vegetable),1.8 L,2.66,4/15/2022
4/15/2022,Al Mafraq,pulses and nuts,"Beans (fava, dry)",KG,1.69,4/15/2022
4/15/2022,Al Mafraq,pulses and nuts,Chickpeas,KG,1.67,4/15/2022
4/15/2022,Al Mafraq,pulses and nuts,Lentils,KG,1.2,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Apples (red),KG,1.41,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Bananas,KG,0.96,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Cucumbers,KG,0.55,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Garlic,KG,3.13,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Onions,KG,0.56,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Oranges (big size),KG,0.79,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Spinach,KG,0.46,4/15/2022
4/15/2022,Al Mafraq,vegetables and fruits,Tomatoes,KG,0.66,4/15/2022
4/15/2022,Al Tafilah,cereals and tubers,Bread (pita),KG,0.32,4/15/2022
4/15/2022,Al Tafilah,cereals and tubers,Bulgur,KG,0.81,4/15/2022
4/15/2022,Al Tafilah,cereals and tubers,Pasta,300 G,0.37,4/15/2022
4/15/2022,Al Tafilah,cereals and tubers,Potatoes,KG,0.6,4/15/2022
4/15/2022,Al Tafilah,cereals and tubers,Rice (imported),KG,1.25,4/15/2022
4/15/2022,Al Tafilah,cereals and tubers,Wheat flour,1.5 KG,1.04,4/15/2022
4/15/2022,Al Tafilah,"meat, fish and eggs",Eggs,2 KG,2.59,4/15/2022
4/15/2022,Al Tafilah,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.84,4/15/2022
4/15/2022,Al Tafilah,"meat, fish and eggs",Meat (beef),KG,8,4/15/2022
4/15/2022,Al Tafilah,"meat, fish and eggs",Meat (chicken),KG,2.24,4/15/2022
4/15/2022,Al Tafilah,"meat, fish and eggs","Meat (chicken, whole)",KG,1.64,4/15/2022
4/15/2022,Al Tafilah,"meat, fish and eggs",Meat (lamb),KG,10.15,4/15/2022
4/15/2022,Al Tafilah,milk and dairy,Cheese (picon),160 G,0.78,4/15/2022
4/15/2022,Al Tafilah,milk and dairy,"Cheese (white, boiled)",KG,5.08,4/15/2022
4/15/2022,Al Tafilah,milk and dairy,Milk (pasteurized),L,1.1,4/15/2022
4/15/2022,Al Tafilah,milk and dairy,Milk (powder),0.8 KG,3.74,4/15/2022
4/15/2022,Al Tafilah,miscellaneous food,Salt (iodised),750 G,0.3,4/15/2022
4/15/2022,Al Tafilah,miscellaneous food,Sugar,KG,0.76,4/15/2022
4/15/2022,Al Tafilah,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Al Tafilah,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Al Tafilah,oil and fats,Oil (olive),L,5.58,4/15/2022
4/15/2022,Al Tafilah,oil and fats,Oil (vegetable),1.8 L,2.71,4/15/2022
4/15/2022,Al Tafilah,pulses and nuts,"Beans (fava, dry)",KG,1.41,4/15/2022
4/15/2022,Al Tafilah,pulses and nuts,Chickpeas,KG,1.75,4/15/2022
4/15/2022,Al Tafilah,pulses and nuts,Lentils,KG,1.58,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Apples (red),KG,1.12,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Bananas,KG,0.95,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Cucumbers,KG,0.57,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Garlic,KG,3.97,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Onions,KG,0.45,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Oranges (big size),KG,0.82,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Spinach,KG,0.43,4/15/2022
4/15/2022,Al Tafilah,vegetables and fruits,Tomatoes,KG,0.55,4/15/2022
4/15/2022,Amman,cereals and tubers,Bread (pita),KG,0.32,4/15/2022
4/15/2022,Amman,cereals and tubers,Bulgur,KG,0.87,4/15/2022
4/15/2022,Amman,cereals and tubers,Pasta,300 G,0.34,4/15/2022
4/15/2022,Amman,cereals and tubers,Potatoes,KG,0.76,4/15/2022
4/15/2022,Amman,cereals and tubers,Rice (imported),KG,1.29,4/15/2022
4/15/2022,Amman,cereals and tubers,Wheat flour,1.5 KG,0.84,4/15/2022
4/15/2022,Amman,"meat, fish and eggs",Eggs,2 KG,2.71,4/15/2022
4/15/2022,Amman,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.12,4/15/2022
4/15/2022,Amman,"meat, fish and eggs",Meat (beef),KG,9.26,4/15/2022
4/15/2022,Amman,"meat, fish and eggs",Meat (chicken),KG,2.21,4/15/2022
4/15/2022,Amman,"meat, fish and eggs","Meat (chicken, whole)",KG,1.76,4/15/2022
4/15/2022,Amman,"meat, fish and eggs",Meat (lamb),KG,11.38,4/15/2022
4/15/2022,Amman,milk and dairy,Cheese (picon),160 G,0.71,4/15/2022
4/15/2022,Amman,milk and dairy,"Cheese (white, boiled)",KG,6.23,4/15/2022
4/15/2022,Amman,milk and dairy,Milk (pasteurized),L,1.06,4/15/2022
4/15/2022,Amman,milk and dairy,Milk (powder),0.8 KG,3.9,4/15/2022
4/15/2022,Amman,miscellaneous food,Salt (iodised),750 G,0.3,4/15/2022
4/15/2022,Amman,miscellaneous food,Sugar,KG,0.64,4/15/2022
4/15/2022,Amman,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Amman,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Amman,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Amman,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Amman,oil and fats,Oil (olive),L,7.07,4/15/2022
4/15/2022,Amman,oil and fats,Oil (vegetable),1.8 L,2.68,4/15/2022
4/15/2022,Amman,pulses and nuts,"Beans (fava, dry)",KG,1.68,4/15/2022
4/15/2022,Amman,pulses and nuts,Chickpeas,KG,1.89,4/15/2022
4/15/2022,Amman,pulses and nuts,Lentils,KG,1.28,4/15/2022
4/15/2022,Amman,vegetables and fruits,Apples (red),KG,1.94,4/15/2022
4/15/2022,Amman,vegetables and fruits,Bananas,KG,0.97,4/15/2022
4/15/2022,Amman,vegetables and fruits,Cucumbers,KG,0.58,4/15/2022
4/15/2022,Amman,vegetables and fruits,Garlic,KG,4.35,4/15/2022
4/15/2022,Amman,vegetables and fruits,Onions,KG,0.57,4/15/2022
4/15/2022,Amman,vegetables and fruits,Oranges (big size),KG,1.16,4/15/2022
4/15/2022,Amman,vegetables and fruits,Spinach,KG,0.56,4/15/2022
4/15/2022,Amman,vegetables and fruits,Tomatoes,KG,0.73,4/15/2022
4/15/2022,Irbid,cereals and tubers,Bread (pita),KG,0.34,4/15/2022
4/15/2022,Irbid,cereals and tubers,Bulgur,KG,0.97,4/15/2022
4/15/2022,Irbid,cereals and tubers,Pasta,300 G,0.34,4/15/2022
4/15/2022,Irbid,cereals and tubers,Potatoes,KG,0.69,4/15/2022
4/15/2022,Irbid,cereals and tubers,Rice (imported),KG,1.41,4/15/2022
4/15/2022,Irbid,cereals and tubers,Wheat flour,1.5 KG,0.89,4/15/2022
4/15/2022,Irbid,"meat, fish and eggs",Eggs,2 KG,2.42,4/15/2022
4/15/2022,Irbid,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.22,4/15/2022
4/15/2022,Irbid,"meat, fish and eggs",Meat (beef),KG,8.84,4/15/2022
4/15/2022,Irbid,"meat, fish and eggs",Meat (chicken),KG,2.22,4/15/2022
4/15/2022,Irbid,"meat, fish and eggs","Meat (chicken, whole)",KG,1.68,4/15/2022
4/15/2022,Irbid,"meat, fish and eggs",Meat (lamb),KG,10.38,4/15/2022
4/15/2022,Irbid,milk and dairy,Cheese (picon),160 G,0.75,4/15/2022
4/15/2022,Irbid,milk and dairy,"Cheese (white, boiled)",KG,5.85,4/15/2022
4/15/2022,Irbid,milk and dairy,Milk (pasteurized),L,1.02,4/15/2022
4/15/2022,Irbid,milk and dairy,Milk (powder),0.8 KG,4.01,4/15/2022
4/15/2022,Irbid,miscellaneous food,Salt (iodised),750 G,0.28,4/15/2022
4/15/2022,Irbid,miscellaneous food,Sugar,KG,0.72,4/15/2022
4/15/2022,Irbid,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Irbid,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Irbid,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Irbid,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Irbid,oil and fats,Oil (olive),L,6.47,4/15/2022
4/15/2022,Irbid,oil and fats,Oil (vegetable),1.8 L,2.59,4/15/2022
4/15/2022,Irbid,pulses and nuts,"Beans (fava, dry)",KG,1.48,4/15/2022
4/15/2022,Irbid,pulses and nuts,Chickpeas,KG,1.75,4/15/2022
4/15/2022,Irbid,pulses and nuts,Lentils,KG,1.28,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Apples (red),KG,1.47,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Bananas,KG,0.86,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Cucumbers,KG,0.6,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Garlic,KG,3.97,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Onions,KG,0.65,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Oranges (big size),KG,1.04,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Spinach,KG,0.52,4/15/2022
4/15/2022,Irbid,vegetables and fruits,Tomatoes,KG,0.65,4/15/2022
4/15/2022,Jarash,cereals and tubers,Bread (pita),KG,0.35,4/15/2022
4/15/2022,Jarash,cereals and tubers,Bulgur,KG,0.83,4/15/2022
4/15/2022,Jarash,cereals and tubers,Pasta,300 G,0.34,4/15/2022
4/15/2022,Jarash,cereals and tubers,Potatoes,KG,0.67,4/15/2022
4/15/2022,Jarash,cereals and tubers,Rice (imported),KG,1.43,4/15/2022
4/15/2022,Jarash,cereals and tubers,Wheat flour,1.5 KG,1.1,4/15/2022
4/15/2022,Jarash,"meat, fish and eggs",Eggs,2 KG,2.45,4/15/2022
4/15/2022,Jarash,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.19,4/15/2022
4/15/2022,Jarash,"meat, fish and eggs",Meat (beef),KG,8.83,4/15/2022
4/15/2022,Jarash,"meat, fish and eggs",Meat (chicken),KG,2.17,4/15/2022
4/15/2022,Jarash,"meat, fish and eggs","Meat (chicken, whole)",KG,1.65,4/15/2022
4/15/2022,Jarash,"meat, fish and eggs",Meat (lamb),KG,10.2,4/15/2022
4/15/2022,Jarash,milk and dairy,Cheese (picon),160 G,0.77,4/15/2022
4/15/2022,Jarash,milk and dairy,"Cheese (white, boiled)",KG,6,4/15/2022
4/15/2022,Jarash,milk and dairy,Milk (pasteurized),L,1.16,4/15/2022
4/15/2022,Jarash,milk and dairy,Milk (powder),0.8 KG,3.83,4/15/2022
4/15/2022,Jarash,miscellaneous food,Salt (iodised),750 G,0.29,4/15/2022
4/15/2022,Jarash,miscellaneous food,Sugar,KG,0.71,4/15/2022
4/15/2022,Jarash,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Jarash,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Jarash,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Jarash,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Jarash,oil and fats,Oil (olive),L,6,4/15/2022
4/15/2022,Jarash,oil and fats,Oil (vegetable),1.8 L,2.74,4/15/2022
4/15/2022,Jarash,pulses and nuts,"Beans (fava, dry)",KG,1.63,4/15/2022
4/15/2022,Jarash,pulses and nuts,Chickpeas,KG,1.7,4/15/2022
4/15/2022,Jarash,pulses and nuts,Lentils,KG,1.19,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Apples (red),KG,1.3,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Bananas,KG,0.96,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Cucumbers,KG,0.56,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Garlic,KG,3.35,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Onions,KG,0.57,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Oranges (big size),KG,0.94,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Spinach,KG,0.4,4/15/2022
4/15/2022,Jarash,vegetables and fruits,Tomatoes,KG,0.6,4/15/2022
4/15/2022,Maan,cereals and tubers,Bread (pita),KG,0.32,4/15/2022
4/15/2022,Maan,cereals and tubers,Bulgur,KG,0.94,4/15/2022
4/15/2022,Maan,cereals and tubers,Pasta,300 G,0.36,4/15/2022
4/15/2022,Maan,cereals and tubers,Potatoes,KG,0.62,4/15/2022
4/15/2022,Maan,cereals and tubers,Rice (imported),KG,1.26,4/15/2022
4/15/2022,Maan,cereals and tubers,Wheat flour,1.5 KG,0.9,4/15/2022
4/15/2022,Maan,"meat, fish and eggs",Eggs,2 KG,2.76,4/15/2022
4/15/2022,Maan,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.92,4/15/2022
4/15/2022,Maan,"meat, fish and eggs",Meat (beef),KG,7.88,4/15/2022
4/15/2022,Maan,"meat, fish and eggs",Meat (chicken),KG,2.15,4/15/2022
4/15/2022,Maan,"meat, fish and eggs","Meat (chicken, whole)",KG,1.69,4/15/2022
4/15/2022,Maan,"meat, fish and eggs",Meat (lamb),KG,9.57,4/15/2022
4/15/2022,Maan,milk and dairy,Cheese (picon),160 G,0.74,4/15/2022
4/15/2022,Maan,milk and dairy,"Cheese (white, boiled)",KG,5.01,4/15/2022
4/15/2022,Maan,milk and dairy,Milk (pasteurized),L,1.08,4/15/2022
4/15/2022,Maan,milk and dairy,Milk (powder),0.8 KG,3.45,4/15/2022
4/15/2022,Maan,miscellaneous food,Salt (iodised),750 G,0.25,4/15/2022
4/15/2022,Maan,miscellaneous food,Sugar,KG,0.73,4/15/2022
4/15/2022,Maan,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Maan,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Maan,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Maan,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Maan,oil and fats,Oil (olive),L,6.09,4/15/2022
4/15/2022,Maan,oil and fats,Oil (vegetable),1.8 L,2.77,4/15/2022
4/15/2022,Maan,pulses and nuts,"Beans (fava, dry)",KG,1.25,4/15/2022
4/15/2022,Maan,pulses and nuts,Chickpeas,KG,2.14,4/15/2022
4/15/2022,Maan,pulses and nuts,Lentils,KG,1.13,4/15/2022
4/15/2022,Maan,vegetables and fruits,Apples (red),KG,1.5,4/15/2022
4/15/2022,Maan,vegetables and fruits,Bananas,KG,1,4/15/2022
4/15/2022,Maan,vegetables and fruits,Cucumbers,KG,0.55,4/15/2022
4/15/2022,Maan,vegetables and fruits,Garlic,KG,4.09,4/15/2022
4/15/2022,Maan,vegetables and fruits,Onions,KG,0.56,4/15/2022
4/15/2022,Maan,vegetables and fruits,Oranges (big size),KG,1.03,4/15/2022
4/15/2022,Maan,vegetables and fruits,Spinach,KG,0.62,4/15/2022
4/15/2022,Maan,vegetables and fruits,Tomatoes,KG,0.6,4/15/2022
4/15/2022,Madaba,cereals and tubers,Bread (pita),KG,0.32,4/15/2022
4/15/2022,Madaba,cereals and tubers,Bulgur,KG,0.96,4/15/2022
4/15/2022,Madaba,cereals and tubers,Pasta,300 G,0.37,4/15/2022
4/15/2022,Madaba,cereals and tubers,Potatoes,KG,0.72,4/15/2022
4/15/2022,Madaba,cereals and tubers,Rice (imported),KG,1.35,4/15/2022
4/15/2022,Madaba,cereals and tubers,Wheat flour,1.5 KG,1.11,4/15/2022
4/15/2022,Madaba,"meat, fish and eggs",Eggs,2 KG,2.67,4/15/2022
4/15/2022,Madaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.2,4/15/2022
4/15/2022,Madaba,"meat, fish and eggs",Meat (beef),KG,8.7,4/15/2022
4/15/2022,Madaba,"meat, fish and eggs",Meat (chicken),KG,2.15,4/15/2022
4/15/2022,Madaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.7,4/15/2022
4/15/2022,Madaba,"meat, fish and eggs",Meat (lamb),KG,10,4/15/2022
4/15/2022,Madaba,milk and dairy,Cheese (picon),160 G,0.81,4/15/2022
4/15/2022,Madaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,4/15/2022
4/15/2022,Madaba,milk and dairy,Milk (pasteurized),L,1.03,4/15/2022
4/15/2022,Madaba,milk and dairy,Milk (powder),0.8 KG,4.28,4/15/2022
4/15/2022,Madaba,miscellaneous food,Salt (iodised),750 G,0.28,4/15/2022
4/15/2022,Madaba,miscellaneous food,Sugar,KG,0.74,4/15/2022
4/15/2022,Madaba,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Madaba,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Madaba,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Madaba,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Madaba,oil and fats,Oil (olive),L,6.75,4/15/2022
4/15/2022,Madaba,oil and fats,Oil (vegetable),1.8 L,2.61,4/15/2022
4/15/2022,Madaba,pulses and nuts,"Beans (fava, dry)",KG,1.31,4/15/2022
4/15/2022,Madaba,pulses and nuts,Chickpeas,KG,1.91,4/15/2022
4/15/2022,Madaba,pulses and nuts,Lentils,KG,1.06,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Apples (red),KG,1.28,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Bananas,KG,0.93,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Cucumbers,KG,0.5,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Garlic,KG,3.51,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Onions,KG,0.54,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Oranges (big size),KG,0.8,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Spinach,KG,0.5,4/15/2022
4/15/2022,Madaba,vegetables and fruits,Tomatoes,KG,0.57,4/15/2022
4/15/2022,Zarqa,cereals and tubers,Bread (pita),KG,0.32,4/15/2022
4/15/2022,Zarqa,cereals and tubers,Bulgur,KG,0.86,4/15/2022
4/15/2022,Zarqa,cereals and tubers,Pasta,300 G,0.35,4/15/2022
4/15/2022,Zarqa,cereals and tubers,Potatoes,KG,0.65,4/15/2022
4/15/2022,Zarqa,cereals and tubers,Rice (imported),KG,1.23,4/15/2022
4/15/2022,Zarqa,cereals and tubers,Wheat flour,1.5 KG,0.87,4/15/2022
4/15/2022,Zarqa,"meat, fish and eggs",Eggs,2 KG,2.57,4/15/2022
4/15/2022,Zarqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.3,4/15/2022
4/15/2022,Zarqa,"meat, fish and eggs",Meat (beef),KG,9.87,4/15/2022
4/15/2022,Zarqa,"meat, fish and eggs",Meat (chicken),KG,2.07,4/15/2022
4/15/2022,Zarqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.66,4/15/2022
4/15/2022,Zarqa,"meat, fish and eggs",Meat (lamb),KG,9.87,4/15/2022
4/15/2022,Zarqa,milk and dairy,Cheese (picon),160 G,0.72,4/15/2022
4/15/2022,Zarqa,milk and dairy,"Cheese (white, boiled)",KG,5.05,4/15/2022
4/15/2022,Zarqa,milk and dairy,Milk (pasteurized),L,1,4/15/2022
4/15/2022,Zarqa,milk and dairy,Milk (powder),0.8 KG,3.56,4/15/2022
4/15/2022,Zarqa,miscellaneous food,Salt (iodised),750 G,0.28,4/15/2022
4/15/2022,Zarqa,miscellaneous food,Sugar,KG,0.69,4/15/2022
4/15/2022,Zarqa,non-food,Fuel (diesel),L,0.61,4/15/2022
4/15/2022,Zarqa,non-food,Fuel (gas),12.5 KG,7,4/15/2022
4/15/2022,Zarqa,non-food,Fuel (kerosene),L,0.61,4/15/2022
4/15/2022,Zarqa,non-food,Fuel (petrol-gasoline),L,0.85,4/15/2022
4/15/2022,Zarqa,oil and fats,Oil (olive),L,6.46,4/15/2022
4/15/2022,Zarqa,oil and fats,Oil (vegetable),1.8 L,2.63,4/15/2022
4/15/2022,Zarqa,pulses and nuts,"Beans (fava, dry)",KG,1.53,4/15/2022
4/15/2022,Zarqa,pulses and nuts,Chickpeas,KG,1.58,4/15/2022
4/15/2022,Zarqa,pulses and nuts,Lentils,KG,1.27,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Apples (red),KG,1.41,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Bananas,KG,0.9,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Cucumbers,KG,0.54,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Garlic,KG,4.38,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Onions,KG,0.51,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Oranges (big size),KG,0.87,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Spinach,KG,0.4,4/15/2022
4/15/2022,Zarqa,vegetables and fruits,Tomatoes,KG,0.68,4/15/2022
5/15/2022,Ajloun,cereals and tubers,Bread (pita),KG,0.32,5/15/2022
5/15/2022,Ajloun,cereals and tubers,Bulgur,KG,0.81,5/15/2022
5/15/2022,Ajloun,cereals and tubers,Pasta,300 G,0.35,5/15/2022
5/15/2022,Ajloun,cereals and tubers,Potatoes,KG,0.64,5/15/2022
5/15/2022,Ajloun,cereals and tubers,Rice (imported),KG,1.48,5/15/2022
5/15/2022,Ajloun,cereals and tubers,Wheat flour,1.5 KG,0.85,5/15/2022
5/15/2022,Ajloun,"meat, fish and eggs",Eggs,2 KG,2.32,5/15/2022
5/15/2022,Ajloun,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.22,5/15/2022
5/15/2022,Ajloun,"meat, fish and eggs",Meat (beef),KG,8.69,5/15/2022
5/15/2022,Ajloun,"meat, fish and eggs",Meat (chicken),KG,2.39,5/15/2022
5/15/2022,Ajloun,"meat, fish and eggs","Meat (chicken, whole)",KG,1.74,5/15/2022
5/15/2022,Ajloun,"meat, fish and eggs",Meat (lamb),KG,10.51,5/15/2022
5/15/2022,Ajloun,milk and dairy,Cheese (picon),160 G,0.84,5/15/2022
5/15/2022,Ajloun,milk and dairy,"Cheese (white, boiled)",KG,6.74,5/15/2022
5/15/2022,Ajloun,milk and dairy,Milk (pasteurized),L,1.2,5/15/2022
5/15/2022,Ajloun,milk and dairy,Milk (powder),0.8 KG,4.12,5/15/2022
5/15/2022,Ajloun,miscellaneous food,Salt (iodised),750 G,0.28,5/15/2022
5/15/2022,Ajloun,miscellaneous food,Sugar,KG,0.74,5/15/2022
5/15/2022,Ajloun,non-food,Fuel (diesel),L,0.65,5/15/2022
5/15/2022,Ajloun,non-food,Fuel (gas),12.5 KG,7,5/15/2022
5/15/2022,Ajloun,non-food,Fuel (kerosene),L,0.65,5/15/2022
5/15/2022,Ajloun,non-food,Fuel (petrol-gasoline),L,0.89,5/15/2022
5/15/2022,Ajloun,oil and fats,Oil (olive),L,6,5/15/2022
5/15/2022,Ajloun,oil and fats,Oil (vegetable),1.8 L,2.78,5/15/2022
5/15/2022,Ajloun,pulses and nuts,"Beans (fava, dry)",KG,1.56,5/15/2022
5/15/2022,Ajloun,pulses and nuts,Chickpeas,KG,1.63,5/15/2022
5/15/2022,Ajloun,pulses and nuts,Lentils,KG,1,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Apples (red),KG,1.34,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Bananas,KG,0.91,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Cucumbers,KG,0.45,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Garlic,KG,2.65,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Onions,KG,0.53,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Oranges (big size),KG,1.25,5/15/2022
5/15/2022,Ajloun,vegetables and fruits,Spinach,KG,0.52,5/15/2022
