date,market,category,commodity,unit,price,H-date
7/15/2017,Maan,cereals and tubers,Rice (imported),KG,1.13,21/10/1438
7/15/2017,Maan,cereals and tubers,Wheat flour,1.5 KG,0.93,21/10/1438
7/15/2017,Maan,"meat, fish and eggs",Eggs,2 KG,1.95,21/10/1438
7/15/2017,Maan,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.97,21/10/1438
7/15/2017,Maan,"meat, fish and eggs",Meat (beef),KG,7.25,21/10/1438
7/15/2017,Maan,"meat, fish and eggs",Meat (chicken),KG,2.44,21/10/1438
7/15/2017,Maan,"meat, fish and eggs","Meat (chicken, whole)",KG,1.6,21/10/1438
7/15/2017,Maan,"meat, fish and eggs",Meat (lamb),KG,9.92,21/10/1438
7/15/2017,Maan,milk and dairy,Cheese (picon),160 G,0.7,21/10/1438
7/15/2017,Maan,milk and dairy,"Cheese (white, boiled)",KG,4.67,21/10/1438
7/15/2017,Maan,milk and dairy,Milk (pasteurized),L,1.1,21/10/1438
7/15/2017,Maan,milk and dairy,Milk (powder),0.8 KG,3.49,21/10/1438
7/15/2017,Maan,miscellaneous food,Salt (iodised),750 G,0.25,21/10/1438
7/15/2017,Maan,miscellaneous food,Sugar,KG,0.72,21/10/1438
7/15/2017,Maan,non-food,Fuel (gas),12.5 KG,7,21/10/1438
7/15/2017,Maan,non-food,Fuel (kerosene),L,0.47,21/10/1438
7/15/2017,Maan,non-food,Fuel (petrol-gasoline),L,0.65,21/10/1438
7/15/2017,Maan,oil and fats,Oil (olive),L,5.38,21/10/1438
7/15/2017,Maan,oil and fats,Oil (vegetable),1.8 L,1.75,21/10/1438
7/15/2017,Maan,pulses and nuts,"Beans (fava, dry)",KG,1.17,21/10/1438
7/15/2017,Maan,pulses and nuts,Chickpeas,KG,2.12,21/10/1438
7/15/2017,Maan,vegetables and fruits,Apples (red),KG,1.84,21/10/1438
7/15/2017,Maan,vegetables and fruits,Bananas,KG,0.92,21/10/1438
7/15/2017,Maan,vegetables and fruits,Cucumbers,KG,0.51,21/10/1438
7/15/2017,Maan,vegetables and fruits,Garlic,KG,4.82,21/10/1438
7/15/2017,Maan,vegetables and fruits,Onions,KG,0.45,21/10/1438
7/15/2017,Maan,vegetables and fruits,Oranges (big size),KG,0.95,21/10/1438
7/15/2017,Maan,vegetables and fruits,Tomatoes,KG,0.35,21/10/1438
7/15/2017,Madaba,cereals and tubers,Bread (pita),KG,0.16,21/10/1438
7/15/2017,Madaba,cereals and tubers,Bulgur,KG,0.94,21/10/1438
7/15/2017,Madaba,cereals and tubers,Pasta,300 G,0.33,21/10/1438
7/15/2017,Madaba,cereals and tubers,Potatoes,KG,0.56,21/10/1438
7/15/2017,Madaba,cereals and tubers,Rice (imported),KG,1.23,21/10/1438
7/15/2017,Madaba,cereals and tubers,Wheat flour,1.5 KG,0.84,21/10/1438
7/15/2017,Madaba,"meat, fish and eggs",Eggs,2 KG,1.8,21/10/1438
7/15/2017,Madaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.94,21/10/1438
7/15/2017,Madaba,"meat, fish and eggs",Meat (beef),KG,9,21/10/1438
7/15/2017,Madaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.6,21/10/1438
7/15/2017,Madaba,"meat, fish and eggs",Meat (lamb),KG,9,21/10/1438
7/15/2017,Madaba,milk and dairy,Cheese (picon),160 G,0.71,21/10/1438
7/15/2017,Madaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,21/10/1438
7/15/2017,Madaba,milk and dairy,Milk (pasteurized),L,1.21,21/10/1438
7/15/2017,Madaba,milk and dairy,Milk (powder),0.8 KG,3.22,21/10/1438
7/15/2017,Madaba,miscellaneous food,Salt (iodised),750 G,0.23,21/10/1438
7/15/2017,Madaba,miscellaneous food,Sugar,KG,0.76,21/10/1438
7/15/2017,Madaba,non-food,Fuel (gas),12.5 KG,7,21/10/1438
7/15/2017,Madaba,non-food,Fuel (kerosene),L,0.47,21/10/1438
7/15/2017,Madaba,non-food,Fuel (petrol-gasoline),L,0.65,21/10/1438
7/15/2017,Madaba,oil and fats,Oil (olive),L,5.14,21/10/1438
7/15/2017,Madaba,oil and fats,Oil (vegetable),1.8 L,2.01,21/10/1438
7/15/2017,Madaba,pulses and nuts,"Beans (fava, dry)",KG,1.26,21/10/1438
7/15/2017,Madaba,pulses and nuts,Chickpeas,KG,2.39,21/10/1438
7/15/2017,Madaba,pulses and nuts,Lentils,KG,1.27,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Apples (red),KG,1.24,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Bananas,KG,0.8,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Cucumbers,KG,0.6,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Garlic,KG,2.5,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Onions,KG,0.47,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Spinach,KG,0.51,21/10/1438
7/15/2017,Madaba,vegetables and fruits,Tomatoes,KG,0.42,21/10/1438
7/15/2017,Zarqa,cereals and tubers,Bread (pita),KG,0.17,21/10/1438
7/15/2017,Zarqa,cereals and tubers,Bulgur,KG,1.25,21/10/1438
7/15/2017,Zarqa,cereals and tubers,Pasta,300 G,0.3,21/10/1438
7/15/2017,Zarqa,cereals and tubers,Potatoes,KG,0.54,21/10/1438
7/15/2017,Zarqa,cereals and tubers,Rice (imported),KG,1.19,21/10/1438
7/15/2017,Zarqa,cereals and tubers,Wheat flour,1.5 KG,0.85,21/10/1438
7/15/2017,Zarqa,"meat, fish and eggs",Eggs,2 KG,1.89,21/10/1438
7/15/2017,Zarqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,21/10/1438
7/15/2017,Zarqa,"meat, fish and eggs",Meat (beef),KG,8.75,21/10/1438
7/15/2017,Zarqa,"meat, fish and eggs",Meat (chicken),KG,2.19,21/10/1438
7/15/2017,Zarqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.48,21/10/1438
7/15/2017,Zarqa,"meat, fish and eggs",Meat (lamb),KG,9.25,21/10/1438
7/15/2017,Zarqa,milk and dairy,Cheese (picon),160 G,0.72,21/10/1438
7/15/2017,Zarqa,milk and dairy,"Cheese (white, boiled)",KG,4,21/10/1438
7/15/2017,Zarqa,milk and dairy,Milk (pasteurized),L,1.1,21/10/1438
7/15/2017,Zarqa,milk and dairy,Milk (powder),0.8 KG,3.5,21/10/1438
7/15/2017,Zarqa,miscellaneous food,Salt (iodised),750 G,0.25,21/10/1438
7/15/2017,Zarqa,miscellaneous food,Sugar,KG,0.68,21/10/1438
7/15/2017,Zarqa,non-food,Fuel (gas),12.5 KG,7,21/10/1438
7/15/2017,Zarqa,non-food,Fuel (kerosene),L,0.47,21/10/1438
7/15/2017,Zarqa,non-food,Fuel (petrol-gasoline),L,0.65,21/10/1438
7/15/2017,Zarqa,oil and fats,Oil (olive),L,5.5,21/10/1438
7/15/2017,Zarqa,oil and fats,Oil (vegetable),1.8 L,2.1,21/10/1438
7/15/2017,Zarqa,pulses and nuts,"Beans (fava, dry)",KG,1.65,21/10/1438
7/15/2017,Zarqa,pulses and nuts,Chickpeas,KG,2.5,21/10/1438
7/15/2017,Zarqa,pulses and nuts,Lentils,KG,1.35,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Apples (red),KG,1.5,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Bananas,KG,0.86,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Cucumbers,KG,0.61,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Garlic,KG,2.73,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Onions,KG,0.54,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Spinach,KG,0.92,21/10/1438
7/15/2017,Zarqa,vegetables and fruits,Tomatoes,KG,0.33,21/10/1438
8/15/2017,Ajloun,cereals and tubers,Bread (pita),KG,0.17,23/11/1438
8/15/2017,Ajloun,cereals and tubers,Bulgur,KG,0.74,23/11/1438
8/15/2017,Ajloun,cereals and tubers,Pasta,300 G,0.35,23/11/1438
8/15/2017,Ajloun,cereals and tubers,Potatoes,KG,0.59,23/11/1438
8/15/2017,Ajloun,cereals and tubers,Rice (imported),KG,1.17,23/11/1438
8/15/2017,Ajloun,"meat, fish and eggs",Eggs,2 KG,2.35,23/11/1438
8/15/2017,Ajloun,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,23/11/1438
8/15/2017,Ajloun,"meat, fish and eggs",Meat (beef),KG,8.43,23/11/1438
8/15/2017,Ajloun,"meat, fish and eggs",Meat (chicken),KG,1.88,23/11/1438
8/15/2017,Ajloun,"meat, fish and eggs","Meat (chicken, whole)",KG,1.4,23/11/1438
8/15/2017,Ajloun,"meat, fish and eggs",Meat (lamb),KG,10.32,23/11/1438
8/15/2017,Ajloun,milk and dairy,Cheese (picon),160 G,0.83,23/11/1438
8/15/2017,Ajloun,milk and dairy,"Cheese (white, boiled)",KG,6,23/11/1438
8/15/2017,Ajloun,milk and dairy,Milk (pasteurized),L,1.23,23/11/1438
8/15/2017,Ajloun,miscellaneous food,Salt (iodised),750 G,0.25,23/11/1438
8/15/2017,Ajloun,miscellaneous food,Sugar,KG,0.72,23/11/1438
8/15/2017,Ajloun,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Ajloun,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Ajloun,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Ajloun,oil and fats,Oil (olive),L,6,23/11/1438
8/15/2017,Ajloun,oil and fats,Oil (vegetable),1.8 L,2.1,23/11/1438
8/15/2017,Ajloun,pulses and nuts,"Beans (fava, dry)",KG,1.31,23/11/1438
8/15/2017,Ajloun,pulses and nuts,Chickpeas,KG,1.57,23/11/1438
8/15/2017,Ajloun,pulses and nuts,Lentils,KG,0.96,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Apples (red),KG,1.47,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Bananas,KG,0.81,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Cucumbers,KG,0.78,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Garlic,KG,2.2,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Onions,KG,0.51,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Oranges (big size),KG,1.12,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Spinach,KG,0.7,23/11/1438
8/15/2017,Ajloun,vegetables and fruits,Tomatoes,KG,0.35,23/11/1438
8/15/2017,Al Aqaba,cereals and tubers,Bread (pita),KG,0.17,23/11/1438
8/15/2017,Al Aqaba,cereals and tubers,Bulgur,KG,0.97,23/11/1438
8/15/2017,Al Aqaba,cereals and tubers,Pasta,300 G,0.32,23/11/1438
8/15/2017,Al Aqaba,cereals and tubers,Potatoes,KG,0.66,23/11/1438
8/15/2017,Al Aqaba,cereals and tubers,Rice (imported),KG,1.23,23/11/1438
8/15/2017,Al Aqaba,"meat, fish and eggs",Eggs,2 KG,2.61,23/11/1438
8/15/2017,Al Aqaba,"meat, fish and eggs",Meat (beef),KG,8.62,23/11/1438
8/15/2017,Al Aqaba,"meat, fish and eggs",Meat (chicken),KG,2,23/11/1438
8/15/2017,Al Aqaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.55,23/11/1438
8/15/2017,Al Aqaba,"meat, fish and eggs",Meat (lamb),KG,9.75,23/11/1438
8/15/2017,Al Aqaba,milk and dairy,Cheese (picon),160 G,0.75,23/11/1438
8/15/2017,Al Aqaba,milk and dairy,"Cheese (white, boiled)",KG,5.11,23/11/1438
8/15/2017,Al Aqaba,milk and dairy,Milk (pasteurized),L,1.17,23/11/1438
8/15/2017,Al Aqaba,miscellaneous food,Salt (iodised),750 G,0.25,23/11/1438
8/15/2017,Al Aqaba,miscellaneous food,Sugar,KG,0.74,23/11/1438
8/15/2017,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Al Aqaba,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Al Aqaba,oil and fats,Oil (olive),L,6.65,23/11/1438
8/15/2017,Al Aqaba,oil and fats,Oil (vegetable),1.8 L,2.01,23/11/1438
8/15/2017,Al Aqaba,pulses and nuts,"Beans (fava, dry)",KG,1.46,23/11/1438
8/15/2017,Al Aqaba,pulses and nuts,Chickpeas,KG,2.37,23/11/1438
8/15/2017,Al Aqaba,pulses and nuts,Lentils,KG,1.39,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Apples (red),KG,1.41,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Cucumbers,KG,0.84,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Garlic,KG,3.09,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Onions,KG,0.48,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Oranges (big size),KG,0.92,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Spinach,KG,0.8,23/11/1438
8/15/2017,Al Aqaba,vegetables and fruits,Tomatoes,KG,0.39,23/11/1438
8/15/2017,Al Balqa,cereals and tubers,Bread (pita),KG,0.17,23/11/1438
8/15/2017,Al Balqa,cereals and tubers,Bulgur,KG,0.93,23/11/1438
8/15/2017,Al Balqa,cereals and tubers,Pasta,300 G,0.35,23/11/1438
8/15/2017,Al Balqa,cereals and tubers,Potatoes,KG,0.65,23/11/1438
8/15/2017,Al Balqa,cereals and tubers,Rice (imported),KG,1.45,23/11/1438
8/15/2017,Al Balqa,"meat, fish and eggs",Eggs,2 KG,2.38,23/11/1438
8/15/2017,Al Balqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.86,23/11/1438
8/15/2017,Al Balqa,"meat, fish and eggs",Meat (beef),KG,7,23/11/1438
8/15/2017,Al Balqa,"meat, fish and eggs",Meat (chicken),KG,2.3,23/11/1438
8/15/2017,Al Balqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.44,23/11/1438
8/15/2017,Al Balqa,"meat, fish and eggs",Meat (lamb),KG,8,23/11/1438
8/15/2017,Al Balqa,milk and dairy,Cheese (picon),160 G,0.65,23/11/1438
8/15/2017,Al Balqa,milk and dairy,"Cheese (white, boiled)",KG,6,23/11/1438
8/15/2017,Al Balqa,milk and dairy,Milk (pasteurized),L,1,23/11/1438
8/15/2017,Al Balqa,miscellaneous food,Salt (iodised),750 G,0.24,23/11/1438
8/15/2017,Al Balqa,miscellaneous food,Sugar,KG,0.83,23/11/1438
8/15/2017,Al Balqa,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Al Balqa,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Al Balqa,oil and fats,Oil (olive),L,5.5,23/11/1438
8/15/2017,Al Balqa,oil and fats,Oil (vegetable),1.8 L,2,23/11/1438
8/15/2017,Al Balqa,pulses and nuts,"Beans (fava, dry)",KG,1.62,23/11/1438
8/15/2017,Al Balqa,pulses and nuts,Chickpeas,KG,2.5,23/11/1438
8/15/2017,Al Balqa,pulses and nuts,Lentils,KG,1.04,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Apples (red),KG,1.5,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Bananas,KG,0.85,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Cucumbers,KG,0.7,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Garlic,KG,2.25,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Onions,KG,0.35,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Spinach,KG,0.75,23/11/1438
8/15/2017,Al Balqa,vegetables and fruits,Tomatoes,KG,0.45,23/11/1438
8/15/2017,Al Karak,cereals and tubers,Bread (pita),KG,0.17,23/11/1438
8/15/2017,Al Karak,cereals and tubers,Bulgur,KG,1.02,23/11/1438
8/15/2017,Al Karak,cereals and tubers,Pasta,300 G,0.4,23/11/1438
8/15/2017,Al Karak,cereals and tubers,Potatoes,KG,0.57,23/11/1438
8/15/2017,Al Karak,cereals and tubers,Rice (imported),KG,1.24,23/11/1438
8/15/2017,Al Karak,"meat, fish and eggs",Eggs,2 KG,2.29,23/11/1438
8/15/2017,Al Karak,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,23/11/1438
8/15/2017,Al Karak,"meat, fish and eggs",Meat (beef),KG,7,23/11/1438
8/15/2017,Al Karak,"meat, fish and eggs",Meat (chicken),KG,2.34,23/11/1438
8/15/2017,Al Karak,"meat, fish and eggs","Meat (chicken, whole)",KG,1.26,23/11/1438
8/15/2017,Al Karak,"meat, fish and eggs",Meat (lamb),KG,8.5,23/11/1438
8/15/2017,Al Karak,milk and dairy,Cheese (picon),160 G,0.75,23/11/1438
8/15/2017,Al Karak,milk and dairy,"Cheese (white, boiled)",KG,4.55,23/11/1438
8/15/2017,Al Karak,milk and dairy,Milk (pasteurized),L,1.1,23/11/1438
8/15/2017,Al Karak,miscellaneous food,Salt (iodised),750 G,0.25,23/11/1438
8/15/2017,Al Karak,miscellaneous food,Sugar,KG,0.76,23/11/1438
8/15/2017,Al Karak,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Al Karak,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Al Karak,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Al Karak,oil and fats,Oil (olive),L,4.7,23/11/1438
8/15/2017,Al Karak,oil and fats,Oil (vegetable),1.8 L,1.82,23/11/1438
8/15/2017,Al Karak,pulses and nuts,"Beans (fava, dry)",KG,1.32,23/11/1438
8/15/2017,Al Karak,pulses and nuts,Chickpeas,KG,2.21,23/11/1438
8/15/2017,Al Karak,pulses and nuts,Lentils,KG,1.74,23/11/1438
8/15/2017,Al Karak,vegetables and fruits,Apples (red),KG,1.24,23/11/1438
8/15/2017,Al Karak,vegetables and fruits,Bananas,KG,0.75,23/11/1438
8/15/2017,Al Karak,vegetables and fruits,Cucumbers,KG,0.61,23/11/1438
8/15/2017,Al Karak,vegetables and fruits,Garlic,KG,2.61,23/11/1438
8/15/2017,Al Karak,vegetables and fruits,Onions,KG,0.43,23/11/1438
8/15/2017,Al Karak,vegetables and fruits,Tomatoes,KG,0.32,23/11/1438
8/15/2017,Al Mafraq,cereals and tubers,Bread (pita),KG,0.17,23/11/1438
8/15/2017,Al Mafraq,cereals and tubers,Bulgur,KG,0.83,23/11/1438
8/15/2017,Al Mafraq,cereals and tubers,Pasta,300 G,0.36,23/11/1438
8/15/2017,Al Mafraq,cereals and tubers,Potatoes,KG,0.56,23/11/1438
8/15/2017,Al Mafraq,cereals and tubers,Rice (imported),KG,1.31,23/11/1438
8/15/2017,Al Mafraq,"meat, fish and eggs",Eggs,2 KG,2.34,23/11/1438
8/15/2017,Al Mafraq,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,23/11/1438
8/15/2017,Al Mafraq,"meat, fish and eggs",Meat (beef),KG,8,23/11/1438
8/15/2017,Al Mafraq,"meat, fish and eggs",Meat (chicken),KG,1.95,23/11/1438
8/15/2017,Al Mafraq,"meat, fish and eggs","Meat (chicken, whole)",KG,1.39,23/11/1438
8/15/2017,Al Mafraq,"meat, fish and eggs",Meat (lamb),KG,10.26,23/11/1438
8/15/2017,Al Mafraq,milk and dairy,Cheese (picon),160 G,0.75,23/11/1438
8/15/2017,Al Mafraq,milk and dairy,"Cheese (white, boiled)",KG,6,23/11/1438
8/15/2017,Al Mafraq,milk and dairy,Milk (pasteurized),L,1.2,23/11/1438
8/15/2017,Al Mafraq,miscellaneous food,Salt (iodised),750 G,0.27,23/11/1438
8/15/2017,Al Mafraq,miscellaneous food,Sugar,KG,0.77,23/11/1438
8/15/2017,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Al Mafraq,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Al Mafraq,oil and fats,Oil (olive),L,6,23/11/1438
8/15/2017,Al Mafraq,oil and fats,Oil (vegetable),1.8 L,1.97,23/11/1438
8/15/2017,Al Mafraq,pulses and nuts,"Beans (fava, dry)",KG,1.65,23/11/1438
8/15/2017,Al Mafraq,pulses and nuts,Chickpeas,KG,2.06,23/11/1438
8/15/2017,Al Mafraq,pulses and nuts,Lentils,KG,1.09,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Apples (red),KG,1.44,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Bananas,KG,0.72,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Cucumbers,KG,0.74,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Garlic,KG,2.25,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Onions,KG,0.52,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Oranges (big size),KG,1.06,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Spinach,KG,0.79,23/11/1438
8/15/2017,Al Mafraq,vegetables and fruits,Tomatoes,KG,0.34,23/11/1438
8/15/2017,Al Tafilah,cereals and tubers,Bread (pita),KG,0.16,23/11/1438
8/15/2017,Al Tafilah,cereals and tubers,Bulgur,KG,0.74,23/11/1438
8/15/2017,Al Tafilah,cereals and tubers,Pasta,300 G,0.38,23/11/1438
8/15/2017,Al Tafilah,cereals and tubers,Potatoes,KG,0.6,23/11/1438
8/15/2017,Al Tafilah,cereals and tubers,Rice (imported),KG,1.25,23/11/1438
8/15/2017,Al Tafilah,"meat, fish and eggs",Eggs,2 KG,2.49,23/11/1438
8/15/2017,Al Tafilah,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,23/11/1438
8/15/2017,Al Tafilah,"meat, fish and eggs",Meat (beef),KG,8,23/11/1438
8/15/2017,Al Tafilah,"meat, fish and eggs",Meat (chicken),KG,2.34,23/11/1438
8/15/2017,Al Tafilah,"meat, fish and eggs","Meat (chicken, whole)",KG,1.3,23/11/1438
8/15/2017,Al Tafilah,"meat, fish and eggs",Meat (lamb),KG,9.07,23/11/1438
8/15/2017,Al Tafilah,milk and dairy,Cheese (picon),160 G,0.74,23/11/1438
8/15/2017,Al Tafilah,milk and dairy,"Cheese (white, boiled)",KG,5,23/11/1438
8/15/2017,Al Tafilah,milk and dairy,Milk (pasteurized),L,1.2,23/11/1438
8/15/2017,Al Tafilah,miscellaneous food,Salt (iodised),750 G,0.21,23/11/1438
8/15/2017,Al Tafilah,miscellaneous food,Sugar,KG,0.75,23/11/1438
8/15/2017,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Al Tafilah,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Al Tafilah,oil and fats,Oil (olive),L,5,23/11/1438
8/15/2017,Al Tafilah,oil and fats,Oil (vegetable),1.8 L,1.78,23/11/1438
8/15/2017,Al Tafilah,pulses and nuts,"Beans (fava, dry)",KG,1.32,23/11/1438
8/15/2017,Al Tafilah,pulses and nuts,Chickpeas,KG,2.5,23/11/1438
8/15/2017,Al Tafilah,pulses and nuts,Lentils,KG,1.4,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Apples (red),KG,1.09,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Bananas,KG,0.7,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Cucumbers,KG,0.77,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Garlic,KG,1.97,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Onions,KG,0.35,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Oranges (big size),KG,1,23/11/1438
8/15/2017,Al Tafilah,vegetables and fruits,Tomatoes,KG,0.39,23/11/1438
8/15/2017,Amman,cereals and tubers,Bread (pita),KG,0.16,23/11/1438
8/15/2017,Amman,cereals and tubers,Bulgur,KG,0.88,23/11/1438
8/15/2017,Amman,cereals and tubers,Pasta,300 G,0.3,23/11/1438
8/15/2017,Amman,cereals and tubers,Potatoes,KG,0.68,23/11/1438
8/15/2017,Amman,cereals and tubers,Rice (imported),KG,1.16,23/11/1438
8/15/2017,Amman,"meat, fish and eggs",Eggs,2 KG,2.4,23/11/1438
8/15/2017,Amman,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.92,23/11/1438
8/15/2017,Amman,"meat, fish and eggs",Meat (beef),KG,8.14,23/11/1438
8/15/2017,Amman,"meat, fish and eggs",Meat (chicken),KG,2.04,23/11/1438
8/15/2017,Amman,"meat, fish and eggs","Meat (chicken, whole)",KG,1.4,23/11/1438
8/15/2017,Amman,"meat, fish and eggs",Meat (lamb),KG,9.37,23/11/1438
8/15/2017,Amman,milk and dairy,Cheese (picon),160 G,0.71,23/11/1438
8/15/2017,Amman,milk and dairy,"Cheese (white, boiled)",KG,5.86,23/11/1438
8/15/2017,Amman,milk and dairy,Milk (pasteurized),L,1.22,23/11/1438
8/15/2017,Amman,miscellaneous food,Salt (iodised),750 G,0.26,23/11/1438
8/15/2017,Amman,miscellaneous food,Sugar,KG,0.69,23/11/1438
8/15/2017,Amman,non-food,Fuel (gas),12.5 KG,7,23/11/1438
8/15/2017,Amman,non-food,Fuel (kerosene),L,0.48,23/11/1438
8/15/2017,Amman,non-food,Fuel (petrol-gasoline),L,0.65,23/11/1438
8/15/2017,Amman,oil and fats,Oil (olive),L,5.92,23/11/1438
8/15/2017,Amman,oil and fats,Oil (vegetable),1.8 L,1.95,23/11/1438
8/15/2017,Amman,pulses and nuts,"Beans (fava, dry)",KG,1.55,23/11/1438
8/15/2017,Amman,pulses and nuts,Chickpeas,KG,2.53,23/11/1438
8/15/2017,Amman,pulses and nuts,Lentils,KG,1.29,23/11/1438
8/15/2017,Amman,vegetables and fruits,Apples (red),KG,2.08,23/11/1438
8/15/2017,Amman,vegetables and fruits,Bananas,KG,0.84,23/11/1438
8/15/2017,Amman,vegetables and fruits,Cucumbers,KG,0.76,23/11/1438
8/15/2017,Amman,vegetables and fruits,Garlic,KG,2.77,23/11/1438
8/15/2017,Amman,vegetables and fruits,Onions,KG,0.43,23/11/1438
8/15/2017,Amman,vegetables and fruits,Oranges (big size),KG,1.24,23/11/1438
8/15/2017,Amman,vegetables and fruits,Spinach,KG,0.74,23/11/1438
8/15/2017,Amman,vegetables and fruits,Tomatoes,KG,0.51,23/11/1438
8/15/2017,Irbid,cereals and tubers,Bread (pita),KG,0.17,23/11/1438
8/15/2017,Irbid,cereals and tubers,Bulgur,KG,0.8,23/11/1438
8/15/2017,Irbid,cereals and tubers,Pasta,300 G,0.3,23/11/1438
8/15/2017,Irbid,cereals and tubers,Potatoes,KG,0.63,23/11/1438
8/15/2017,Irbid,cereals and tubers,Rice (imported),KG,1.19,23/11/1438
8/15/2017,Irbid,"meat, fish and eggs",Eggs,2 KG,2.44,23/11/1438
8/15/2017,Irbid,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,23/11/1438
8/15/2017,Irbid,"meat, fish and eggs",Meat (beef),KG,8.45,23/11/1438
8/15/2017,Irbid,"meat, fish and eggs",Meat (chicken),KG,2.42,23/11/1438
8/15/2017,Irbid,"meat, fish and eggs","Meat (chicken, whole)",KG,1.37,23/11/1438
8/15/2017,Irbid,"meat, fish and eggs",Meat (lamb),KG,10.18,23/11/1438
8/15/2017,Irbid,milk and dairy,Cheese (picon),160 G,0.72,23/11/1438
