iso_code,continent,location,date,new_cases,new_deaths
JOR,Asia,Jordan,11/1/2022,0,0
JOR,Asia,Jordan,11/2/2022,0,0
JOR,Asia,Jordan,11/3/2022,0,0
JOR,Asia,Jordan,11/4/2022,0,0
JOR,Asia,Jordan,11/5/2022,0,0
JOR,Asia,Jordan,11/6/2022,0,0
JOR,Asia,Jordan,11/7/2022,0,0
JOR,Asia,Jordan,11/8/2022,0,0
JOR,Asia,Jordan,11/9/2022,0,0
JOR,Asia,Jordan,11/10/2022,0,0
JOR,Asia,Jordan,11/11/2022,0,0
JOR,Asia,Jordan,11/12/2022,0,0
JOR,Asia,Jordan,11/13/2022,0,0
JOR,Asia,Jordan,11/14/2022,0,0
JOR,Asia,Jordan,11/15/2022,0,0
JOR,Asia,Jordan,11/16/2022,0,0
JOR,Asia,Jordan,11/17/2022,0,0
JOR,Asia,Jordan,11/18/2022,0,0
JOR,Asia,Jordan,11/19/2022,0,0
JOR,Asia,Jordan,11/20/2022,0,0
JOR,Asia,Jordan,11/21/2022,0,0
JOR,Asia,Jordan,11/22/2022,0,0
JOR,Asia,Jordan,11/23/2022,0,0
JOR,Asia,Jordan,11/24/2022,0,0
JOR,Asia,Jordan,11/25/2022,0,0
JOR,Asia,Jordan,11/26/2022,0,0
JOR,Asia,Jordan,11/27/2022,0,0
JOR,Asia,Jordan,11/28/2022,0,0
JOR,Asia,Jordan,11/29/2022,0,0
JOR,Asia,Jordan,11/30/2022,0,0
JOR,Asia,Jordan,12/1/2022,0,0
JOR,Asia,Jordan,12/2/2022,0,0
JOR,Asia,Jordan,12/3/2022,0,0
JOR,Asia,Jordan,12/4/2022,0,0
JOR,Asia,Jordan,12/5/2022,0,0
JOR,Asia,Jordan,12/6/2022,0,0
JOR,Asia,Jordan,12/7/2022,0,0
JOR,Asia,Jordan,12/8/2022,0,0
JOR,Asia,Jordan,12/9/2022,0,0
JOR,Asia,Jordan,12/10/2022,0,0
JOR,Asia,Jordan,12/11/2022,0,0
JOR,Asia,Jordan,12/12/2022,0,0
JOR,Asia,Jordan,12/13/2022,0,0
JOR,Asia,Jordan,12/14/2022,0,0
JOR,Asia,Jordan,12/15/2022,0,0
JOR,Asia,Jordan,12/16/2022,0,0
JOR,Asia,Jordan,12/17/2022,0,0
JOR,Asia,Jordan,12/18/2022,0,0
JOR,Asia,Jordan,12/19/2022,0,0
JOR,Asia,Jordan,12/20/2022,0,0
JOR,Asia,Jordan,12/21/2022,0,0
JOR,Asia,Jordan,12/22/2022,0,0
JOR,Asia,Jordan,12/23/2022,0,0
JOR,Asia,Jordan,12/24/2022,0,0
JOR,Asia,Jordan,12/25/2022,0,0
JOR,Asia,Jordan,12/26/2022,0,0
JOR,Asia,Jordan,12/27/2022,0,0
JOR,Asia,Jordan,12/28/2022,0,0
JOR,Asia,Jordan,12/29/2022,0,0
JOR,Asia,Jordan,12/30/2022,0,0
JOR,Asia,Jordan,12/31/2022,0,0
